time,gFx,gFy,gFz,gFTotal,label
13.85026193,0.155,-0.422,-0.73,0.857,walk
13.86539602,0.125,-0.421,-0.696,0.823,walk
13.88696003,0.069,-0.436,-0.626,0.766,walk
13.88718176,0.069,-0.436,-0.626,0.766,walk
13.88917685,0.042,-0.442,-0.597,0.744,walk
13.90052485,0.021,-0.444,-0.58,0.731,walk
13.90969801,0.009,-0.447,-0.579,0.732,walk
13.9197588,0.005,-0.451,-0.593,0.745,walk
13.92997289,0.015,-0.467,-0.612,0.77,walk
13.9400878,0.03,-0.484,-0.63,0.795,walk
13.95014191,0.04,-0.491,-0.655,0.82,walk
13.98452091,0.037,-0.555,-0.704,0.897,walk
13.98480487,0.037,-0.555,-0.704,0.897,walk
13.98505974,0.037,-0.555,-0.704,0.897,walk
13.98938179,0.03,-0.577,-0.716,0.92,walk
13.9996419,0.026,-0.598,-0.728,0.942,walk
14.00975084,0.029,-0.617,-0.745,0.968,walk
14.01979685,0.039,-0.638,-0.766,0.998,walk
14.0301919,0.059,-0.665,-0.793,1.037,walk
14.0400238,0.078,-0.696,-0.825,1.082,walk
14.0500319,0.091,-0.73,-0.85,1.124,walk
14.08529091,0.147,-0.854,-0.943,1.281,walk
14.08551598,0.147,-0.854,-0.943,1.281,walk
14.08573294,0.147,-0.854,-0.943,1.281,walk
14.08898592,0.178,-0.908,-0.948,1.325,walk
14.0996139,0.192,-0.944,-0.929,1.338,walk
14.10965872,0.178,-0.952,-0.907,1.327,walk
14.11965179,0.156,-0.947,-0.919,1.329,walk
14.13012505,0.126,-0.919,-0.953,1.33,walk
14.13982391,0.084,-0.843,-1.016,1.323,walk
14.14997196,0.049,-0.749,-1.113,1.342,walk
14.18645191,-0.019,-0.531,-1.329,1.431,walk
14.18687773,-0.019,-0.531,-1.329,1.431,walk
14.18711805,-0.019,-0.531,-1.329,1.431,walk
14.18893671,-0.047,-0.505,-1.336,1.429,walk
14.19946575,-0.087,-0.476,-1.293,1.381,walk
14.20999002,-0.137,-0.436,-1.211,1.294,walk
14.21961975,-0.181,-0.396,-1.123,1.204,walk
14.22982883,-0.209,-0.368,-1.049,1.131,walk
14.23984289,-0.221,-0.342,-0.973,1.055,walk
14.24993706,-0.211,-0.322,-0.901,0.98,walk
14.28478003,-0.09,-0.347,-0.733,0.816,walk
14.285007,-0.09,-0.347,-0.733,0.816,walk
14.28522301,-0.09,-0.347,-0.733,0.816,walk
14.28880072,-0.043,-0.373,-0.694,0.789,walk
14.29948187,-0.002,-0.404,-0.661,0.775,walk
14.30923486,0.032,-0.44,-0.635,0.773,walk
14.31954479,0.06,-0.479,-0.611,0.779,walk
14.32961702,0.082,-0.516,-0.581,0.781,walk
14.33974504,0.094,-0.548,-0.547,0.78,walk
14.34982395,0.103,-0.577,-0.521,0.784,walk
14.38539171,0.155,-0.625,-0.483,0.805,walk
14.38581276,0.155,-0.625,-0.483,0.805,walk
14.38605595,0.155,-0.625,-0.483,0.805,walk
14.38874388,0.187,-0.634,-0.481,0.817,walk
14.39954996,0.234,-0.644,-0.494,0.845,walk
14.40906,0.299,-0.671,-0.511,0.895,walk
14.41933584,0.37,-0.708,-0.529,0.958,walk
14.42958975,0.373,-0.698,-0.576,0.979,walk
14.43994904,0.427,-0.726,-0.65,1.064,walk
14.44963694,0.518,-0.785,-0.712,1.18,walk
14.48460793,0.407,-0.537,-0.896,1.121,walk
14.48488903,0.407,-0.537,-0.896,1.121,walk
14.48515272,0.407,-0.537,-0.896,1.121,walk
14.48894596,0.386,-0.485,-0.894,1.088,walk
14.49918604,0.365,-0.484,-0.887,1.074,walk
14.50929785,0.311,-0.466,-0.882,1.045,walk
14.51935577,0.275,-0.467,-0.847,1.006,walk
14.52983689,0.274,-0.533,-0.791,0.992,walk
14.53947091,0.273,-0.609,-0.753,1.006,walk
14.54968286,0.26,-0.644,-0.739,1.014,walk
14.58561587,0.295,-0.743,-0.765,1.106,walk
14.58586192,0.295,-0.743,-0.765,1.106,walk
14.58607793,0.295,-0.743,-0.765,1.106,walk
14.58854675,0.334,-0.807,-0.798,1.183,walk
14.59956598,0.343,-0.851,-0.837,1.242,walk
14.6094079,0.294,-0.862,-0.879,1.266,walk
14.61914873,0.214,-0.833,-0.937,1.272,walk
14.62967396,0.155,-0.769,-1.029,1.294,walk
14.63935184,0.13,-0.674,-1.12,1.314,walk
14.64948583,0.121,-0.57,-1.158,1.296,walk
14.68670583,0.179,-0.45,-1.024,1.133,walk
14.68698382,0.179,-0.45,-1.024,1.133,walk
14.68724775,0.179,-0.45,-1.024,1.133,walk
14.68894577,0.254,-0.498,-0.961,1.112,walk
14.69898605,0.32,-0.529,-0.906,1.097,walk
14.70879698,0.363,-0.526,-0.857,1.069,walk
14.7191987,0.389,-0.505,-0.827,1.044,walk
14.72925997,0.401,-0.479,-0.825,1.035,walk
14.73934984,0.392,-0.456,-0.847,1.039,walk
14.74944878,0.359,-0.428,-0.866,1.031,walk
14.78423405,0.233,-0.356,-0.846,0.947,walk
14.7845149,0.233,-0.356,-0.846,0.947,walk
14.78477097,0.233,-0.356,-0.846,0.947,walk
14.78836989,0.199,-0.355,-0.815,0.911,walk
14.79903603,0.165,-0.353,-0.77,0.863,walk
14.80896091,0.13,-0.356,-0.725,0.818,walk
14.81921792,0.102,-0.369,-0.684,0.784,walk
14.82913494,0.082,-0.381,-0.659,0.766,walk
14.83932781,0.073,-0.39,-0.649,0.761,walk
14.84898806,0.073,-0.401,-0.641,0.76,walk
14.8637929,0.079,-0.41,-0.63,0.756,walk
14.8865459,0.112,-0.42,-0.628,0.764,walk
14.88682389,0.112,-0.42,-0.628,0.764,walk
14.88841677,0.145,-0.431,-0.63,0.777,walk
14.89941597,0.173,-0.443,-0.628,0.788,walk
14.90864897,0.193,-0.46,-0.631,0.804,walk
14.91879702,0.204,-0.483,-0.635,0.823,walk
14.92903376,0.209,-0.506,-0.642,0.844,walk
14.93881583,0.209,-0.524,-0.656,0.865,walk
14.94933891,0.207,-0.542,-0.686,0.898,walk
14.98267293,0.211,-0.593,-0.762,0.988,walk
14.98295283,0.211,-0.593,-0.762,0.988,walk
14.98319101,0.211,-0.593,-0.762,0.988,walk
14.98834181,0.218,-0.614,-0.794,1.027,walk
14.99871182,0.223,-0.637,-0.835,1.074,walk
15.0087769,0.235,-0.661,-0.875,1.122,walk
15.01874399,0.245,-0.675,-0.919,1.166,walk
15.02883792,0.248,-0.68,-0.973,1.213,walk
15.03906083,0.251,-0.686,-1.017,1.252,walk
15.04918003,0.248,-0.689,-1.061,1.289,walk
15.08212376,0.22,-0.725,-1.165,1.39,walk
15.08239985,0.22,-0.725,-1.165,1.39,walk
15.08266687,0.22,-0.725,-1.165,1.39,walk
15.08844686,0.18,-0.732,-1.157,1.381,walk
15.09855485,0.135,-0.732,-1.136,1.358,walk
15.10868192,0.084,-0.726,-1.115,1.333,walk
15.1186769,0.034,-0.709,-1.082,1.294,walk
15.12870693,-0.007,-0.678,-1.044,1.245,walk
15.13894176,-0.037,-0.634,-1.016,1.198,walk
15.14917088,-0.053,-0.586,-1.012,1.171,walk
15.18400884,-0.055,-0.43,-1.068,1.153,walk
15.184237,-0.055,-0.43,-1.068,1.153,walk
15.18445396,-0.055,-0.43,-1.068,1.153,walk
15.18802595,-0.058,-0.383,-1.075,1.143,walk
15.19889784,-0.067,-0.349,-1.066,1.124,walk
15.20858884,-0.085,-0.328,-1.044,1.098,walk
15.21873903,-0.108,-0.31,-1.019,1.071,walk
15.22868991,-0.129,-0.295,-0.995,1.046,walk
15.23886585,-0.14,-0.283,-0.97,1.02,walk
15.24899197,-0.139,-0.272,-0.941,0.989,walk
15.26280189,-0.125,-0.27,-0.909,0.956,walk
15.28499484,-0.062,-0.325,-0.841,0.904,walk
15.28525591,-0.062,-0.325,-0.841,0.904,walk
15.28791904,-0.028,-0.367,-0.809,0.889,walk
15.29941797,-0.005,-0.407,-0.774,0.874,walk
15.3084929,0.003,-0.438,-0.732,0.853,walk
15.31846189,-0.001,-0.466,-0.688,0.831,walk
15.32869482,-0.002,-0.493,-0.643,0.81,walk
15.33871174,0.001,-0.513,-0.598,0.788,walk
15.34895992,0.01,-0.524,-0.554,0.763,walk
15.38202572,0.103,-0.567,-0.474,0.746,walk
15.38228989,0.103,-0.567,-0.474,0.746,walk
15.38252878,0.103,-0.567,-0.474,0.746,walk
15.38785076,0.146,-0.586,-0.464,0.762,walk
15.39832592,0.183,-0.593,-0.466,0.776,walk
15.40838671,0.216,-0.589,-0.488,0.795,walk
15.41839981,0.25,-0.583,-0.523,0.822,walk
15.42859697,0.281,-0.579,-0.568,0.858,walk
15.43868589,0.297,-0.564,-0.611,0.883,walk
15.44872594,0.303,-0.54,-0.66,0.905,walk
15.46231389,0.307,-0.523,-0.702,0.928,walk
15.48491383,0.301,-0.5,-0.763,0.961,walk
15.48520684,0.301,-0.5,-0.763,0.961,walk
15.48767185,0.301,-0.496,-0.78,0.972,walk
15.50014877,0.304,-0.498,-0.787,0.98,walk
15.5081749,0.31,-0.509,-0.799,0.997,walk
15.51829195,0.312,-0.53,-0.813,1.019,walk
15.52848387,0.3,-0.547,-0.832,1.04,walk
15.53870392,0.276,-0.562,-0.854,1.059,walk
15.54874802,0.251,-0.578,-0.875,1.078,walk
15.5622139,0.232,-0.595,-0.887,1.093,walk
15.58383489,0.201,-0.63,-0.913,1.127,walk
15.58410788,0.201,-0.63,-0.913,1.127,walk
15.58766174,0.188,-0.64,-0.928,1.143,walk
15.60070992,0.186,-0.647,-0.938,1.155,walk
15.60816288,0.2,-0.663,-0.953,1.178,walk
15.61816072,0.224,-0.688,-0.962,1.204,walk
15.62835383,0.252,-0.722,-0.95,1.22,walk
15.63859987,0.276,-0.766,-0.924,1.232,walk
15.64858103,0.292,-0.818,-0.919,1.264,walk
15.68218088,0.24,-0.845,-0.958,1.3,walk
15.6824069,0.24,-0.845,-0.958,1.3,walk
15.68262196,0.24,-0.845,-0.958,1.3,walk
15.68776488,0.218,-0.822,-0.975,1.294,walk
15.69813681,0.206,-0.773,-0.996,1.277,walk
15.70827794,0.203,-0.712,-1.026,1.265,walk
15.71811199,0.206,-0.635,-1.075,1.265,walk
15.72869778,0.215,-0.545,-1.116,1.26,walk
15.73843193,0.223,-0.442,-1.15,1.252,walk
15.74855375,0.238,-0.36,-1.162,1.24,walk
15.78386092,0.327,-0.278,-1.062,1.145,walk
15.78414583,0.327,-0.278,-1.062,1.145,walk
15.78439593,0.327,-0.278,-1.062,1.145,walk
15.78777504,0.349,-0.275,-0.992,1.087,walk
15.79805803,0.352,-0.271,-0.925,1.026,walk
15.80810094,0.342,-0.268,-0.876,0.978,walk
15.81804585,0.323,-0.263,-0.849,0.946,walk
15.82867575,0.297,-0.249,-0.832,0.918,walk
15.83832383,0.272,-0.233,-0.822,0.897,walk
15.84853983,0.25,-0.223,-0.818,0.884,walk
15.88457775,0.192,-0.21,-0.754,0.806,walk
15.88497972,0.192,-0.21,-0.754,0.806,walk
15.88526297,0.192,-0.21,-0.754,0.806,walk
15.88742089,0.168,-0.221,-0.72,0.772,walk
15.89806175,0.146,-0.242,-0.685,0.741,walk
15.90783978,0.125,-0.269,-0.65,0.714,walk
15.91809177,0.106,-0.294,-0.613,0.688,walk
15.9280858,0.088,-0.31,-0.583,0.666,walk
15.93838596,0.079,-0.326,-0.562,0.654,walk
15.94831085,0.08,-0.344,-0.546,0.65,walk
15.98295593,0.114,-0.416,-0.583,0.725,walk
15.98318195,0.114,-0.416,-0.583,0.725,walk
15.98339796,0.114,-0.416,-0.583,0.725,walk
15.98731089,0.121,-0.434,-0.613,0.761,walk
15.99782991,0.121,-0.446,-0.646,0.794,walk
16.00786185,0.122,-0.46,-0.682,0.832,walk
16.01801682,0.126,-0.476,-0.711,0.865,walk
16.0281539,0.133,-0.492,-0.73,0.89,walk
16.03821683,0.145,-0.509,-0.74,0.91,walk
16.04837394,0.16,-0.523,-0.75,0.928,walk
16.06323099,0.182,-0.539,-0.774,0.961,walk
16.0847609,0.25,-0.584,-0.881,1.086,walk
16.08498192,0.25,-0.584,-0.881,1.086,walk
16.08720684,0.292,-0.616,-0.969,1.185,walk
16.09973001,0.332,-0.64,-1.057,1.279,walk
16.10753775,0.358,-0.653,-1.145,1.366,walk
16.11766887,0.355,-0.662,-1.239,1.449,walk
16.12784672,0.326,-0.662,-1.311,1.504,walk
16.13815093,0.281,-0.642,-1.342,1.514,walk
16.14809585,0.239,-0.627,-1.348,1.506,walk
16.18231583,0.183,-0.648,-1.257,1.426,walk
16.18257904,0.183,-0.648,-1.257,1.426,walk
16.18281698,0.183,-0.648,-1.257,1.426,walk
16.18748379,0.162,-0.629,-1.21,1.373,walk
16.19771671,0.136,-0.598,-1.18,1.33,walk
16.20759392,0.097,-0.536,-1.176,1.296,walk
16.21772885,0.044,-0.45,-1.201,1.283,walk
16.22809505,-0.006,-0.357,-1.254,1.304,walk
16.2380619,-0.051,-0.257,-1.288,1.314,walk
16.24829793,-0.097,-0.16,-1.28,1.294,walk
16.28315091,-0.162,-0.11,-1.086,1.104,walk
16.28337574,-0.162,-0.11,-1.086,1.104,walk
16.28359175,-0.162,-0.11,-1.086,1.104,walk
16.28691196,-0.162,-0.132,-0.999,1.021,walk
16.29800701,-0.147,-0.152,-0.92,0.944,walk
16.30766296,-0.117,-0.169,-0.839,0.864,walk
16.31817389,-0.081,-0.186,-0.768,0.794,walk
16.32816982,-0.04,-0.202,-0.715,0.744,walk
16.33785987,0.004,-0.228,-0.683,0.72,walk
16.34793901,0.052,-0.265,-0.675,0.727,walk
16.38497877,0.137,-0.405,-0.691,0.813,walk
16.38541484,0.137,-0.405,-0.691,0.813,walk
16.38565302,0.137,-0.405,-0.691,0.813,walk
16.38717699,0.131,-0.445,-0.686,0.828,walk
16.39764881,0.112,-0.473,-0.675,0.832,walk
16.40735579,0.082,-0.497,-0.669,0.837,walk
16.41756487,0.048,-0.511,-0.657,0.834,walk
16.4276948,0.024,-0.522,-0.64,0.826,walk
16.43798494,0.011,-0.528,-0.627,0.82,walk
16.44786286,0.004,-0.523,-0.615,0.807,walk
16.48295593,0.035,-0.485,-0.609,0.779,walk
16.48326302,0.035,-0.485,-0.609,0.779,walk
16.48352194,0.035,-0.485,-0.609,0.779,walk
16.4868679,0.062,-0.471,-0.631,0.79,walk
16.49795985,0.094,-0.455,-0.647,0.797,walk
16.50727987,0.126,-0.449,-0.668,0.815,walk
16.5176599,0.153,-0.451,-0.69,0.838,walk
16.52767491,0.18,-0.459,-0.722,0.874,walk
16.53787184,0.203,-0.471,-0.758,0.915,walk
16.54767179,0.213,-0.483,-0.779,0.941,walk
16.58129883,0.201,-0.518,-0.845,1.011,walk
16.58157992,0.201,-0.518,-0.845,1.011,walk
16.58184195,0.201,-0.518,-0.845,1.011,walk
16.58678889,0.218,-0.535,-0.877,1.05,walk
16.59739971,0.235,-0.547,-0.915,1.092,walk
16.60713577,0.252,-0.558,-0.952,1.132,walk
16.61753082,0.27,-0.564,-0.985,1.167,walk
16.62765384,0.287,-0.568,-1.011,1.195,walk
16.63765192,0.298,-0.572,-1.023,1.209,walk
16.64788294,0.299,-0.573,-1.023,1.21,walk
16.68251371,0.333,-0.577,-1.016,1.215,walk
16.68280888,0.333,-0.577,-1.016,1.215,walk
16.68316698,0.333,-0.577,-1.016,1.215,walk
16.68670487,0.369,-0.592,-1.015,1.232,walk
16.6975379,0.408,-0.625,-1.012,1.257,walk
16.70734978,0.438,-0.665,-1.01,1.286,walk
16.71744585,0.451,-0.693,-1.005,1.301,walk
16.72755194,0.458,-0.729,-0.998,1.318,walk
16.7377758,0.454,-0.767,-0.997,1.337,walk
16.7471559,0.422,-0.77,-1.006,1.335,walk
16.77559376,0.366,-0.782,-0.97,1.299,walk
16.77590394,0.366,-0.782,-0.97,1.299,walk
16.77835178,0.341,-0.76,-0.956,1.268,walk
16.78697395,0.316,-0.712,-0.94,1.221,walk
16.79727173,0.299,-0.651,-0.923,1.168,walk
16.80710697,0.294,-0.583,-0.915,1.124,walk
16.81679201,0.292,-0.505,-0.912,1.083,walk
16.82669592,0.306,-0.442,-0.912,1.059,walk
16.83671284,0.332,-0.389,-0.891,1.027,walk
16.84672284,0.35,-0.335,-0.875,1,walk
16.8737669,0.371,-0.299,-0.831,0.958,walk
16.87402582,0.371,-0.299,-0.831,0.958,walk
16.87670684,0.373,-0.301,-0.812,0.943,walk
16.88742304,0.367,-0.301,-0.792,0.923,walk
16.898314,0.343,-0.297,-0.766,0.89,walk
16.9080677,0.302,-0.285,-0.729,0.839,walk
16.91795182,0.255,-0.264,-0.693,0.784,walk
16.92819595,0.217,-0.25,-0.671,0.748,walk
16.93806076,0.192,-0.227,-0.648,0.713,walk
16.94815493,0.178,-0.207,-0.621,0.678,walk
16.9902699,0.23,-0.305,-0.52,0.645,walk
16.99062586,0.23,-0.305,-0.52,0.645,walk
16.99095774,0.23,-0.305,-0.52,0.645,walk
16.99126673,0.23,-0.305,-0.52,0.645,walk
16.99694085,0.21,-0.332,-0.529,0.659,walk
17.00712395,0.179,-0.347,-0.577,0.697,walk
17.01718092,0.17,-0.381,-0.624,0.751,walk
17.0273447,0.175,-0.416,-0.638,0.781,walk
17.03733087,0.154,-0.433,-0.636,0.785,walk
17.04738688,0.117,-0.437,-0.649,0.791,walk
17.06213284,0.081,-0.441,-0.668,0.805,walk
17.08397889,0.028,-0.468,-0.71,0.851,walk
17.08422279,0.028,-0.468,-0.71,0.851,walk
17.08640885,0.018,-0.487,-0.739,0.885,walk
17.09971285,0.022,-0.497,-0.769,0.916,walk
17.10679579,0.031,-0.501,-0.804,0.948,walk
17.11695004,0.046,-0.513,-0.838,0.984,walk
17.12693191,0.067,-0.53,-0.864,1.016,walk
17.13716078,0.085,-0.547,-0.881,1.04,walk
17.14751792,0.103,-0.564,-0.891,1.06,walk
17.18245077,0.157,-0.611,-0.922,1.117,walk
17.18272686,0.157,-0.611,-0.922,1.117,walk
17.18313074,0.157,-0.611,-0.922,1.117,walk
17.18623877,0.18,-0.63,-0.935,1.142,walk
17.19690371,0.21,-0.649,-0.949,1.169,walk
17.20674801,0.243,-0.67,-0.969,1.203,walk
17.21694374,0.27,-0.691,-1,1.245,walk
17.22685885,0.287,-0.71,-1.043,1.294,walk
17.2370739,0.289,-0.717,-1.091,1.337,walk
17.24727893,0.267,-0.707,-1.141,1.369,walk
17.26089001,0.228,-0.689,-1.197,1.4,walk
17.28374791,0.148,-0.68,-1.284,1.46,walk
17.28403282,0.148,-0.68,-1.284,1.46,walk
17.28614092,0.101,-0.666,-1.278,1.445,walk
17.30062485,0.047,-0.644,-1.255,1.411,walk
17.30651188,0.004,-0.626,-1.223,1.374,walk
17.31672883,-0.031,-0.606,-1.19,1.336,walk
17.32674885,-0.063,-0.566,-1.156,1.289,walk
17.33717489,-0.089,-0.511,-1.124,1.238,walk
17.34729385,-0.111,-0.446,-1.1,1.192,walk
17.38011074,-0.135,-0.26,-1.086,1.125,walk
17.38035393,-0.135,-0.26,-1.086,1.125,walk
17.3805759,-0.135,-0.26,-1.086,1.125,walk
17.38608885,-0.119,-0.24,-1.055,1.088,walk
17.39672089,-0.108,-0.223,-1.009,1.039,walk
17.40638494,-0.095,-0.22,-0.957,0.987,walk
17.41678572,-0.076,-0.232,-0.917,0.949,walk
17.42672992,-0.052,-0.246,-0.891,0.926,walk
17.43671393,-0.029,-0.251,-0.864,0.9,walk
17.44732475,-0.005,-0.252,-0.83,0.867,walk
17.48031998,0.078,-0.304,-0.738,0.802,walk
17.48055077,0.078,-0.304,-0.738,0.802,walk
17.48076987,0.078,-0.304,-0.738,0.802,walk
17.48619699,0.1,-0.34,-0.723,0.805,walk
17.49648905,0.113,-0.381,-0.713,0.816,walk
17.50650191,0.113,-0.418,-0.708,0.83,walk
17.51673079,0.1,-0.44,-0.71,0.841,walk
17.52758193,0.079,-0.454,-0.712,0.848,walk
17.53679991,0.053,-0.461,-0.715,0.852,walk
17.547122,0.029,-0.466,-0.724,0.861,walk
17.5840559,-0.018,-0.438,-0.708,0.833,walk
17.58435488,-0.018,-0.438,-0.708,0.833,walk
17.58461571,-0.018,-0.438,-0.708,0.833,walk
17.58631587,-0.016,-0.426,-0.696,0.816,walk
17.59650087,-0.004,-0.424,-0.679,0.801,walk
17.60654593,0.02,-0.427,-0.654,0.781,walk
17.61670399,0.055,-0.434,-0.635,0.771,walk
17.62636375,0.089,-0.44,-0.624,0.769,walk
17.63711882,0.118,-0.445,-0.617,0.77,walk
17.64714694,0.145,-0.459,-0.623,0.787,walk
17.682446,0.202,-0.493,-0.682,0.865,walk
17.68267202,0.202,-0.493,-0.682,0.865,walk
17.68288684,0.202,-0.493,-0.682,0.865,walk
17.68582201,0.214,-0.511,-0.702,0.894,walk
17.69639492,0.221,-0.532,-0.733,0.932,walk
17.70631981,0.213,-0.546,-0.767,0.965,walk
17.71644402,0.194,-0.555,-0.792,0.986,walk
17.72663283,0.182,-0.57,-0.811,1.008,walk
17.73689985,0.174,-0.586,-0.839,1.038,walk
17.74698877,0.166,-0.6,-0.879,1.077,walk
17.76015091,0.157,-0.614,-0.917,1.115,walk
17.78299999,0.135,-0.627,-0.973,1.165,walk
17.78331184,0.135,-0.627,-0.973,1.165,walk
17.78570604,0.125,-0.624,-1.009,1.193,walk
17.8007009,0.116,-0.614,-1.042,1.215,walk
17.80603075,0.109,-0.601,-1.07,1.232,walk
17.81631899,0.113,-0.589,-1.094,1.248,walk
17.82629991,0.134,-0.586,-1.11,1.262,walk
17.83660483,0.17,-0.602,-1.114,1.278,walk
17.8469367,0.209,-0.637,-1.107,1.294,walk
17.87967777,0.259,-0.727,-1.058,1.31,walk
17.87992382,0.259,-0.727,-1.058,1.31,walk
17.88015079,0.259,-0.727,-1.058,1.31,walk
17.88562584,0.25,-0.754,-1.057,1.322,walk
17.89620876,0.225,-0.767,-1.066,1.332,walk
17.90657902,0.177,-0.749,-1.073,1.32,walk
17.91620088,0.123,-0.704,-1.073,1.289,walk
17.92660379,0.076,-0.638,-1.066,1.245,walk
17.93654776,0.044,-0.564,-1.054,1.196,walk
17.94694901,0.032,-0.494,-1.037,1.149,walk
17.98317671,0.075,-0.303,-0.992,1.04,walk
17.98341274,0.075,-0.303,-0.992,1.04,walk
17.98363185,0.075,-0.303,-0.992,1.04,walk
17.98557377,0.109,-0.269,-0.968,1.011,walk
17.99607491,0.137,-0.253,-0.941,0.984,walk
18.00593591,0.163,-0.252,-0.914,0.962,walk
18.0162909,0.178,-0.262,-0.893,0.948,walk
18.0261488,0.187,-0.275,-0.882,0.943,walk
18.03618884,0.187,-0.29,-0.866,0.932,walk
18.04679775,0.171,-0.297,-0.846,0.913,walk
18.06044888,0.145,-0.291,-0.826,0.888,walk
18.08446693,0.084,-0.258,-0.787,0.832,walk
18.08477592,0.084,-0.258,-0.787,0.832,walk
18.08651495,0.065,-0.245,-0.764,0.805,walk
18.09928703,0.063,-0.239,-0.741,0.781,walk
18.10565376,0.079,-0.239,-0.725,0.767,walk
18.11598778,0.11,-0.249,-0.714,0.764,walk
18.12606788,0.13,-0.255,-0.699,0.755,walk
18.13595104,0.151,-0.282,-0.698,0.768,walk
18.14682889,0.165,-0.318,-0.702,0.788,walk
18.17992687,0.137,-0.404,-0.692,0.813,walk
18.18015671,0.137,-0.404,-0.692,0.813,walk
18.18037271,0.137,-0.404,-0.692,0.813,walk
18.18533993,0.11,-0.43,-0.696,0.825,walk
18.1961298,0.088,-0.452,-0.708,0.845,walk
18.20617986,0.061,-0.468,-0.718,0.859,walk
18.2160089,0.038,-0.477,-0.729,0.872,walk
18.2259109,0.019,-0.491,-0.744,0.892,walk
18.23641777,0.008,-0.505,-0.761,0.913,walk
18.24657393,0,-0.509,-0.781,0.932,walk
18.28266382,-0.009,-0.518,-0.845,0.991,walk
18.28290987,-0.009,-0.518,-0.845,0.991,walk
18.28312778,-0.009,-0.518,-0.845,0.991,walk
18.28525686,-0.001,-0.521,-0.857,1.003,walk
18.29581594,0.01,-0.523,-0.865,1.011,walk
18.30580783,0.023,-0.528,-0.873,1.021,walk
18.31606984,0.042,-0.538,-0.881,1.033,walk
18.3260479,0.061,-0.546,-0.889,1.045,walk
18.33614588,0.078,-0.559,-0.898,1.061,walk
18.34657001,0.099,-0.578,-0.908,1.081,walk
18.3596139,0.115,-0.594,-0.926,1.106,walk
18.383708,0.128,-0.611,-0.978,1.16,walk
18.38398695,0.128,-0.611,-0.978,1.16,walk
18.38597584,0.119,-0.607,-1.011,1.185,walk
18.39800406,0.104,-0.597,-1.038,1.202,walk
18.40540385,0.085,-0.591,-1.072,1.227,walk
18.41573906,0.059,-0.589,-1.101,1.25,walk
18.42582893,0.037,-0.592,-1.116,1.264,walk
18.43568373,0.028,-0.614,-1.111,1.27,walk
18.44642305,0.026,-0.65,-1.089,1.269,walk
18.45978403,0.015,-0.675,-1.069,1.264,walk
18.48183775,-0.01,-0.71,-1.038,1.258,walk
18.48208284,-0.01,-0.71,-1.038,1.258,walk
18.48498297,-0.031,-0.71,-1.002,1.228,walk
18.50033998,-0.07,-0.68,-0.968,1.185,walk
18.50537586,-0.107,-0.639,-0.954,1.153,walk
18.51575899,-0.138,-0.586,-0.967,1.139,walk
18.52566791,-0.172,-0.513,-1.003,1.14,walk
18.53571177,-0.208,-0.434,-1.035,1.141,walk
18.54636097,-0.238,-0.356,-1.054,1.138,walk
18.55961895,-0.263,-0.278,-1.068,1.134,walk
18.58216095,-0.273,-0.183,-1.07,1.119,walk
18.58238888,-0.273,-0.183,-1.07,1.119,walk
18.58499479,-0.262,-0.182,-1.038,1.086,walk
18.59945893,-0.246,-0.197,-0.988,1.037,walk
18.60535479,-0.228,-0.214,-0.932,0.983,walk
18.61599493,-0.208,-0.234,-0.886,0.94,walk
18.62560701,-0.178,-0.257,-0.845,0.901,walk
18.63596487,-0.146,-0.277,-0.807,0.866,walk
18.64601994,-0.117,-0.294,-0.779,0.841,walk
18.66079783,-0.092,-0.311,-0.765,0.831,walk
18.68287492,-0.043,-0.33,-0.761,0.831,walk
18.68310094,-0.043,-0.33,-0.761,0.831,walk
18.68486691,-0.016,-0.342,-0.763,0.836,walk
18.70051694,0.007,-0.358,-0.762,0.842,walk
18.70535684,0.021,-0.376,-0.764,0.852,walk
18.7155118,0.026,-0.402,-0.772,0.871,walk
18.72547388,0.022,-0.428,-0.779,0.889,walk
18.73578596,0.011,-0.447,-0.783,0.902,walk
18.74585891,-0.008,-0.454,-0.786,0.908,walk
18.77844,-0.075,-0.467,-0.765,0.899,walk
18.77868271,-0.075,-0.467,-0.765,0.899,walk
18.77890396,-0.075,-0.467,-0.765,0.899,walk
18.78483105,-0.091,-0.47,-0.76,0.898,walk
18.79536581,-0.094,-0.469,-0.739,0.88,walk
18.80521488,-0.086,-0.467,-0.712,0.856,walk
18.81554484,-0.064,-0.469,-0.687,0.834,walk
18.82546473,-0.03,-0.476,-0.666,0.819,walk
18.83573675,0.002,-0.487,-0.653,0.815,walk
18.84597087,0.031,-0.499,-0.648,0.818,walk
18.87956905,0.06,-0.538,-0.705,0.889,walk
18.87986279,0.06,-0.538,-0.705,0.889,walk
18.88023806,0.06,-0.538,-0.705,0.889,walk
18.88474798,0.055,-0.542,-0.733,0.913,walk
18.8953619,0.048,-0.539,-0.753,0.927,walk
18.90507984,0.042,-0.545,-0.779,0.952,walk
18.91542387,0.045,-0.561,-0.815,0.99,walk
18.92527986,0.051,-0.577,-0.858,1.035,walk
18.93565273,0.053,-0.585,-0.896,1.071,walk
18.94589686,0.051,-0.592,-0.92,1.095,walk
18.97936893,0.042,-0.618,-0.972,1.153,walk
18.97980785,0.042,-0.618,-0.972,1.153,walk
18.98005986,0.042,-0.618,-0.972,1.153,walk
